headword,CEFR,definition
bliss,C1,다시 없는 기쁨
inexhaustible,C1,뜻 검색 실패
acre,C1,에이커
calf,C1,송아지
heifer,C1,어린 암소
ewe,C1,암양
adversary,C1,적
victorious,C1,승리한
victoriously,C1,승리로
profound,C1,심오한
profoundly,C1,깊이
baldly,C1,대머리로
bald,C1,노골적인
bearded,C1,수염이 있는
professionalism,C1,전문 직업 의식
artistically,C1,예술적으로
popularization,C1,대중화
pendulum,C1,흔들리는 추
predecessor,C1,전임자
boast,C1,자랑
lapse,C1,경과
ceaseless,C1,끊임없는
ceaselessly,C1,뜻 검색 실패
climax,C1,클라이맥스
climactic,C1,절정의
anticlimactic,C1,역경의
scramble,C1,스크램블
forfeit,C1,박탈
twitch,C1,뜻 검색 실패
twitch,C1,경련
intellect,C1,지력
descent,C1,하강
shed,C1,뜻 검색 실패
exodus,C1,이동
immortalize,C1,불멸의
genome,C1,게놈
fraction,C1,분수
faction,C1,당파
physique,C1,체
utensil,C1,기구
otter,C1,수달
clammy,C1,끈적끈적한
absolute,C1,순수한
dispense,C1,분배 하다
dispensable,C1,없어도 되는
dispensary,C1,약국
indispensable,C1,없어서는 안될
diverge,C1,갈라지다
divergence,C1,분기
divergent,C1,다른
burst,C1,터지다
superficial,C1,표면적인
superficially,C1,표면적으로
aesthetic,C1,미적인
aesthetically,C1,미학적으로
scrutinize/scrutinise,C1,면밀히 조사하다/면밀히 조사하다
scrutiny,C1,정밀한 조사
quip,C1,경구
quip,C1,경구
woo,C1,우
criteria,C1,기준
plausible,C1,그럴듯한
plausibility,C1,타당성
plausibly,C1,그럴듯하게
instinctive,C1,본능적인
instinctively,C1,본능적으로
stylistic,C1,문체적인
stylistically,C1,문체적으로
inheritance,C1,계승
inherent,C1,고유의
inherently,C1,본질적으로
tune,C1,곡조
spontaneous,C1,자발적인
spontaneously,C1,뜻 검색 실패
honk,C1,울리다
honk,C1,울리다
goose,C1,거위
innovate,C1,받아 들여 쓰다
innovation,C1,혁신
innovative,C1,혁신적인
connoisseur,C1,감정가
abstraction,C1,추출
tantrum,C1,언짢은 기분
institute,C1,학회
discard,C1,버리다
fatality,C1,숙명
angle,C1,각도
stiffen,C1,고집 세게 되다
wooded,C1,나무가 우거진
hostile,C1,적의
hostility,C1,적의
flatter,C1,즐겁게 하다
flattery,C1,아첨
aimless,C1,목적이 없는
aimlessly,C1,목적 없이
meaningless,C1,무의미한
meaninglessly,C1,무의미하게
candid,C1,솔직한
candidly,C1,솔직하게
vitality,C1,활력
provoke,C1,화나게 하다
provocative,C1,뜻 검색 실패
provocatively,C1,도발적으로
clench,C1,꽉 쥐다
haggle,C1,흥정하다
scorn,C1,경멸
scornful,C1,경멸하는
scornfully,C1,경멸스럽게
animatedly,C1,활기차게
obscure,C1,애매하게 하다
obscure,C1,애매하게 하다
obscurely,C1,모호하게
elevate,C1,올리다
elevation,C1,높이
pose,C1,포즈
tedious,C1,지루한
tediously,C1,지루하게
succession,C1,계승
formality,C1,형식
jog,C1,가벼운 흔들림
mountaineer,C1,등산가
pioneer,C1,개척자
pioneer,C1,개척자
quest,C1,탐구
transatlantic,C1,미국인
rudiments,C1,초보
rudimentary,C1,초보적인
paddle,C1,외륜
immense,C1,엄청난
immensely,C1,엄청나게
advisory,C1,자문
trying,C1,견딜 수 없는
adrenaline,C1,아드레날린
tinker,C1,땜장이
tinker,C1,땜장이
lavatory,C1,화장실
expedition,C1,원정
pinnacle,C1,작은 첨탑
insecure,C1,불안정한
insecurely,C1,불안하게
reassure,C1,안심시키다
reassurance,C1,안심
insensitive,C1,둔감한
insensitively,C1,무감각하게
profess,C1,공언하다
drawback,C1,약점
resort,C1,뜻 검색 실패
resort,C1,의지
oversee,C1,감독하다
overseer,C1,감독
estimation,C1,견적
commission,C1,수수료
commission,C1,수수료
liaison,C1,연락
stressfully,C1,스트레스를 받으며
loom,C1,직조기
notwithstanding,C1,뜻 검색 실패
structurally,C1,구조적으로
structural,C1,구조적
chauffer,C1,운전사
chauffer,C1,운전사
sedentary,C1,앉아 있는
rapport,C1,일치
landscape,C1,풍경
consultation,C1,상의
consultancy,C1,뜻 검색 실패
bloom,C1,꽃
engineer,C1,뜻 검색 실패
retention,C1,보유
quarry,C1,채석장
specification,C1,사양
contract,C1,계약
contract,C1,계약
contractor,C1,계약자
query,C1,질문
possessor,C1,소유자
chill,C1,냉기
chill,C1,냉기
chilly,C1,냉담한
frost,C1,서리
frosty,C1,싸늘한
frostily,C1,서리가 내린
man,C1,남성
unmanned,C1,무인
impersonal,C1,비인격적인
impersonally,C1,비인격적으로
impersonate,C1,가장하다
impersonator,C1,뜻 검색 실패
impersonation,C1,인격화
buzzer,C1,부저
desert,C1,사막
desertion,C1,황폐
unoccupied,C1,뜻 검색 실패
stuffy,C1,답답한
stuffily,C1,답답하게
stuffiness,C1,답답함
gape,C1,입을 크게 벌리다
gape,C1,입을 크게 벌리다
repute,C1,평판
toughness,C1,인성
recall,C1,상기하다
recollection,C1,회상
plumbing,C1,연관
usher,C1,수위
glum,C1,무뚝뚝한
glumly,C1,침울하게
gamely,C1,투계 같이
dissect,C1,해부하다
dissection,C1,뜻 검색 실패
commend,C1,기리다
commendation,C1,칭찬
thereby,C1,그것에 의하여
flick,C1,영화
flicker,C1,깜박임
unenviable,C1,부럽지 않은
unenviably,C1,뜻 검색 실패
voice,C1,목소리
tread,C1,흘레
allege,C1,주장하다
allegation,C1,진술
bribe,C1,뇌물
bribe,C1,뇌물
bribery,C1,수회
inclusion,C1,포함
inclusive,C1,포함한
inclusively,C1,포괄적으로
unconvincing,C1,납득 시킬 수 없는
unconvincingly,C1,설득력이 없게
recharge,C1,재충전
facilitation,C1,간편하게 함
condition,C1,상태
conditional,C1,뜻 검색 실패
conditionally,C1,조건부로
tone,C1,음정
align,C1,맞추다
alignment,C1,조정
supple,C1,유연한
manicure,C1,매니큐어
manicure,C1,매니큐어
pedicure,C1,페디큐어
facial,C1,얼굴 마사지
facial,C1,얼굴 마사지
bouquet,C1,뜻 검색 실패
refurbish,C1,다시 닦다
refurbishment,C1,보수
grounds,C1,근거
grounds,C1,근거
grounds,C1,근거
ground,C1,지면
lethargy,C1,혼수
lethargic,C1,무기력한
lethargically,C1,뜻 검색 실패
stately,C1,위엄 있는
conserve,C1,설탕 절임
conservatory,C1,온실
disquieting,C1,불안한
fiercely,C1,사납게
grapefruit,C1,자몽
exotic,C1,이국적인
exotically,C1,이국적으로
flask,C1,플라스크
spacious,C1,넓다
gourmet,C1,식도락가
gourmet,C1,식도락가
rich,C1,부자
conjure,C1,요술을 부리다
creamy,C1,크림 같은
sauna,C1,사우나
remedial,C1,교정
posture,C1,자세
sedate,C1,차분한
sedately,C1,차분하게
sedate,C1,차분한
clutch,C1,클러치
clutch,C1,클러치
stagger,C1,파상 배치
staggering,C1,엄청난
dutiful,C1,충실한
dutifully,C1,충실하게
calorie,C1,칼로리
firm,C1,뜻 검색 실패
fabulously,C1,엄청나게
premise,C1,전제
premises,C1,가옥
eclectic,C1,절충주의의
eclectic,C1,절충주의의
eclectically,C1,절충적으로
revere,C1,존경하다
harbor/harbour,C1,항구/항구
recognizable/recognisable,C1,인식할 수 있는/인식할 수 있는
recognizably/recognisably,C1,알아볼 수 있게/알아볼 수 있게
batter,C1,타자
battery,C1,배터리
batter,C1,타자
batter,C1,타자
unreliably,C1,믿을 수 없을 정도로
waterfront,C1,해안가
amply,C1,충분히
amplification,C1,확대
battered,C1,오래 써서 낡은
battered,C1,오래 써서 낡은
comply,C1,응하다
compliance,C1,규정 준수
compliant,C1,준수
compliantly,C1,준수하게
blankness,C1,공백
exuberant,C1,무성한
exuberance,C1,충일
exuberantly,C1,활기차게
linear,C1,선의
linearly,C1,선형적으로
flourish,C1,융성
flourish,C1,뜻 검색 실패
anchor,C1,닻
anchored,C1,고정된
domination,C1,지배
dominant,C1,우성
dominantly,C1,지배적으로
interject,C1,끼어들다
interjection,C1,감탄사
gush,C1,분출하다
gushing,C1,분출
gush,C1,분출하다
gushingly,C1,분출되게
voracious,C1,탐욕스러운
voraciously,C1,탐욕스럽게
sketchbook,C1,수필집
sketch,C1,스케치
prop,C1,소품
prop,C1,소품
imp,C1,꼬마 도깨비
impish,C1,작은 악마 같은
impishly,C1,장난스럽게
wicked,C1,사악한
wickedly,C1,나쁘게
macabre,C1,무시무시한
gusto,C1,맛
tantamount,C1,동등한
antics,C1,장난
lapse,C1,경과
lapse,C1,경과
relapse,C1,재발
relapse,C1,재발
impede,C1,방해하다
impediment,C1,방해
taut,C1,긴장된
tautly,C1,팽팽하게
jersey,C1,저지
jersey,C1,저지
startling,C1,놀라운
startlingly,C1,놀랍게도
slack,C1,느슨하게
slack,C1,느슨하게
slack,C1,느슨하게
slackly,C1,느슨하게
unwavering,C1,흔들리지 않는
unwaveringly,C1,흔들리지 않고
removed,C1,제거됨
buffoon,C1,어릿광대
beguiling,C1,속이는
beguilingly,C1,묘하게
blithely,C1,태평하게
stray,C1,흩어진
stray,C1,흩어진
stray,C1,흩어진
mythological,C1,신화적인
mythology,C1,신화학
venerate,C1,존경하다
veneration,C1,존경
ethical,C1,윤리적인
ethically,C1,윤리적으로
heroine,C1,여걸
refreshing,C1,상쾌한
refresh,C1,새로 고치다
refreshingly,C1,상쾌하게
zany,C1,알랑쇠
devotee,C1,신봉자
salve,C1,고약
salvation,C1,구원
salvage,C1,구제
staccato,C1,단음
staccato,C1,단음
verve,C1,기백
motley,C1,뒤범벅
preach,C1,설교
preacher,C1,설교자
behind,C1,뒤에
continuity,C1,연속성
justly,C1,바르게
wry,C1,찡그린
wryly,C1,비참하게
poetess,C1,시인
confide,C1,비밀을 털어놓다
sentient,C1,마음
sentiment,C1,감정
sentimental,C1,감상적인
sentimentally,C1,감상적으로
tangle,C1,얽힘
tangle,C1,얽힘
tangled,C1,얽힌
untangle,C1,풀다
untangled,C1,풀린
perceptive,C1,지각력이 있는
perceptively,C1,지각적으로
outset,C1,시초
tycoon,C1,대군
launch,C1,시작하다
engross,C1,몰두하다
engrossing,C1,몰입하는
plague,C1,역병
orphan,C1,유아
detritus,C1,암설
detriment,C1,상해
detrimental,C1,해로운
detrimentally,C1,해로운
domestically,C1,국내에서
domesticate,C1,길들여지다
domestication,C1,길들임
eccentric,C1,별난
eccentric,C1,별난
eccentrically,C1,괴상하게
render,C1,세우다
rendering,C1,표현
pathos,C1,파토스
tailor,C1,재단사
tailor,C1,재단사
personalize/personalise,C1,개인화하다/개인화하다
personalization/personalisation,C1,개인화/개인화
personification,C1,의인
limitless,C1,무한한
apprentice,C1,도제
apprentice,C1,도제
apprenticeship,C1,견습
precision,C1,정도
swap,C1,교환
swap,C1,교환
perfect,C1,완벽한
silhouette,C1,실루엣
nondescript,C1,정체 모를 것
signal,C1,신호
negligible,C1,무시할 만한
negligent,C1,부주의한
negligently,C1,부주의하게
principally,C1,주로
altruism,C1,애타 주의
altruistic,C1,이타적인
scenario,C1,대본
voluntary,C1,자발적인
voluntarily,C1,자발적으로
reap,C1,받다
paternal,C1,아버지의
maternal,C1,모성
maternalistic,C1,모성주의적인
paternalistic,C1,온정주의적인
provisions,C1,식량
injustice,C1,부당
impoverished,C1,빈곤한
unsustainable,C1,지속불가능
unsustainably,C1,지속 불가능하게
sustainable,C1,지속 가능한
sustainably,C1,지속가능하게
bypass,C1,우회로
imperative,C1,피할 수 없는
imperative,C1,피할 수 없는
cynic,C1,비꼬는 사람
cynical,C1,냉소적인
cynically,C1,냉소적으로
cynicism,C1,냉소
sarcasm,C1,풍자
sarcastic,C1,비꼬는
sarcastically,C1,냉소적으로
misplace,C1,잘못 놓다
symptomatic,C1,증상이 있는
degrade,C1,저하하다
degrading,C1,굴욕적인
degradation,C1,하락
discourse,C1,담화
amid,C1,가운데에
hedgehog,C1,고슴도치
nocturnal,C1,야행성
hibernate,C1,동면하다
hibernation,C1,동면
convict,C1,죄수
convict,C1,죄수
conviction,C1,확신
latent,C1,숨어 있는
snooze,C1,선잠
classy,C1,고급스러운
wrench,C1,렌치
reminisce,C1,회상하다
reminiscent,C1,연상시키는
intuit,C1,직관
intuition,C1,직관
intuitive,C1,직관적
intuitively,C1,직관적으로
marginal,C1,가장자리 가의
marginally,C1,미미하게
crude,C1,조잡한
crudely,C1,조잡하게
strap,C1,견장
strap,C1,견장
strapping,C1,반창고
scoff,C1,비웃다
fiddly,C1,까다롭게
fiddler,C1,바이올리니스트
fiddle,C1,깡깡이
fiddle,C1,깡깡이
unmusical,C1,비음악적
unmusically,C1,음악적이지 않게
repertory,C1,레퍼토리
concerto,C1,콘체르토
premier,C1,수상
premier,C1,수상
fanatic,C1,광신자
fanatic,C1,광신자
fanatically,C1,광적으로
acoustically,C1,음향적으로
acoustic,C1,음향학
acoustics,C1,음향학
compromised,C1,타협하다
daunt,C1,위압적이다
daunting,C1,어려운
realist,C1,현실주의자
realism,C1,실재론
recess,C1,휴게
recess,C1,휴게
recessive,C1,열성
prolific,C1,다작
prolifically,C1,많이
proliferate,C1,증식하다
fragmentation,C1,분열
campaign,C1,운동
astray,C1,길을 잃은
duration,C1,지속
durable,C1,튼튼한
durable,C1,튼튼한
likelihood,C1,있을 수 있는 일
naive,C1,순진한
naively,C1,순진하게
naivety,C1,순진함
impervious,C1,통하지 않는
ludicrous,C1,쑥스러운
ludicrously,C1,우스꽝스럽게
cost-effective,C1,비용 효율적
gruesome,C1,소름끼치는
gruesomely,C1,끔찍하게
envisage,C1,상상하다
screenwriter,C1,시나리오 작가
mingle,C1,섞다
churn,C1,휘젓다
buffer,C1,완충기
buffer,C1,완충기
irate,C1,화를 내다
irately,C1,화나게
docile,C1,온순한
docilely,C1,유순하게
fiend,C1,악마
fiendish,C1,악마 같은
fiendishly,C1,사악하게
transfix,C1,찌르다
gypsy,C1,집시
temperament,C1,기질
temperamental,C1,변덕스러운
temperamentally,C1,기질적으로
screenplay,C1,각본
disillusionment,C1,환멸
demise,C1,권리 양도
raunchy,C1,야한
raunchily,C1,야하게
overdraft,C1,당좌 대월
overdraft,C1,당좌 대월
synopsis,C1,개요
renown,C1,명성
contest,C1,경쟁
contested,C1,이의를 제기하다
verandah,C1,베란다
occupational,C1,직업적인
verdict,C1,평결
ventilate,C1,환기시키다
ventilation,C1,통풍
occupant,C1,점유자
radiator,C1,라디에이터
homely,C1,검소한
bureaucratic,C1,관료적인
bureaucratically,C1,관료적으로
adjustable,C1,조절할 수 있는
fatigue,C1,피로
muscular,C1,근육질의
versatile,C1,변하기 쉬운
versatility,C1,다재
stimuli,C1,자극
uninspiring,C1,영감을 주지 않는
mutually,C1,서로
somber/sombre,C1,침울하다/침울하다
somberly/sombrely,C1,침울하게/침울하게
clutter,C1,어지럽게 흩어져 있는 것
clutter,C1,어지럽게 흩어져 있는 것
lodge,C1,별장
dislodge,C1,쫓아내다
carpenter,C1,목수
carpentry,C1,목공
transit,C1,운송
plummet,C1,떨어지다
circulate,C1,돌리다
circulation,C1,순환
demography,C1,인구 통계학
demographic,C1,인구통계학적
demographic,C1,인구통계학적
demographically,C1,인구학적으로
phenomenal,C1,경이로운
phenomenally,C1,경이롭게
prophet,C1,예언자
prophetic,C1,예언적인
paywall,C1,페이월
firewall,C1,방화벽
launch,C1,시작하다
invoice,C1,송장
demolition,C1,파괴
demo,C1,데모
gig,C1,작살
socialization,C1,사회화
antiquity,C1,유물
antiquated,C1,구식
restoration,C1,복구
restorative,C1,강장제
rotate,C1,회전하다
till,C1,...까지
coupled,C1,결합된
itinerary,C1,여정
charter,C1,전세
charter,C1,전세
terrain,C1,지역
resilient,C1,탄력있는
resilience,C1,회복력
enterprising,C1,진취적인
integral,C1,완전한
canoe,C1,카누
magnetic,C1,자기
magnetism,C1,자기
magnetically,C1,자기적으로
credible,C1,신뢰할 수 있는
credibly,C1,믿을만하게
credibility,C1,믿을 수 있음
credential,C1,신임장
acutely,C1,급격하게
prohibitive,C1,금지된
prohibitively,C1,엄청나게
fissure,C1,열구
pendulum,C1,흔들리는 추
pendulous,C1,매달린
suspension,C1,보류
aboard,C1,배로
drill,C1,송곳
drill,C1,송곳
anthropology,C1,인류학
anthropologist,C1,인류학자
squander,C1,낭비
munch,C1,뭉크
adjoin,C1,인접하다
adjoining,C1,인접한
wizened,C1,시든
graft,C1,부정 이득
orchard,C1,과수원
seedling,C1,모
tract,C1,관
folktale,C1,민화
sprout,C1,새싹
sprout,C1,새싹
hypocrisy,C1,위선
hypocrite,C1,위선자
hypocritical,C1,위선적인
hypocritically,C1,위선적으로
midwife,C1,산파
harvest,C1,수확하다
commercially,C1,상업적으로
uniformity,C1,일률
numb,C1,무감각
numb,C1,무감각
tastebud,C1,미뢰
amateur,C1,아마추어
amateur,C1,아마추어
retrace,C1,되돌아가다
chart,C1,차트
insubordinate,C1,불복종하는
insubordination,C1,불순종
insubordinately,C1,불순종하게
subordinate,C1,부하
primitively,C1,원시적으로
embark,C1,태우다
expedite,C1,신속하게 처리하다
contextual,C1,상황에 맞는
contextually,C1,문맥상
whilst,C1,...하는 동안
maneuver/manoeuvre,C1,기동/조작
maneuver/manoeuvre,C1,기동/조작
riveting,C1,리벳팅
plunge,C1,돌진
plunge,C1,돌진
debut,C1,데뷔
debut,C1,데뷔
turmoil,C1,소란
scathing,C1,해치는
unscathing,C1,무해한
convoluted,C1,뒤얽힌
undaunted,C1,겁내지 않는
gutsy,C1,용기 있는
deprivation,C1,박탈
farce,C1,소극
portray,C1,그리다
portrayal,C1,초상
elusive,C1,피하는
elude,C1,피하다
incisor,C1,앞니
incision,C1,절개
chisel,C1,속이다
chiselled,C1,끌로 판
gnaw,C1,시달리게 하다
elongate,C1,길다
telltale,C1,경렴
cavity,C1,공동
rustle,C1,훔치다
rustle,C1,훔치다
glean,C1,줍다
niche,C1,벽감
somersault,C1,재주 넘기
somersault,C1,재주 넘기
exhilarate,C1,기분을 좋게 하다
exhilarating,C1,짜릿한
exhilaration,C1,기분 전환
physicality,C1,육체성
hack,C1,마구 자르기
hack,C1,마구 자르기
lust,C1,색욕
unsettling,C1,불안한
unsettle,C1,뒤흔들다
suburban,C1,교외
suburbia,C1,교외
dramatist,C1,극작가
characterization/characterisation,C1,특성화/특성화
quirky,C1,기발한
quirky,C1,기발한
sprawl,C1,쭉 뻗다
sprawl,C1,쭉 뻗다
ingenuity,C1,독창성
panorama,C1,파노라마
panoramic,C1,파노라마의
benign,C1,온화한
benignly,C1,친절하게
explosively,C1,폭발적으로
bequeath,C1,남기다
legacy,C1,유산
synthetic,C1,인조
synthetically,C1,종합적으로
lackluster/lacklustre,C1,부진하다/부진하다
elastic,C1,탄력 있는
elastic,C1,탄력 있는
appall/appal,C1,소름 끼치다/어렵다
appalling,C1,질리는
appallingly,C1,끔찍할 정도로
pounce,C1,급습
abound,C1,많이 있다
sap,C1,수액
monotonous,C1,단조로운
monotonously,C1,단조롭게
monotony,C1,단음
turn to ,C1,로 향하다
ingenious,C1,영리한
plaque,C1,액자
neutralize/neutralise,C1,중화하다/중화하다
neutralization/neutralisation,C1,중화/중화
salivate,C1,침을 흘리다
cessation,C1,중지
remorse,C1,자책감
remorseless,C1,무자비한
remorsefully,C1,유감스럽게도
remorselessly,C1,무자비하게
inexcusable,C1,변명할 수 없는
inexcusably,C1,변명의 여지없이
inexhaustible,C1,지칠줄 모르는
unassisted,C1,도움을 받지 않은
heighten,C1,높이다
fixture,C1,고정물
bulk,C1,대부분
bulky,C1,부피가 큰
bulk up,C1,대량으로
digitalize/digitalise,C1,디지털화하다/디지털화하다
digitalization/digitalisation,C1,디지털화/디지털화
mark-up,C1,마크업
complementary,C1,보완적인
complimentary,C1,무료
staple,C1,스테이플
wares,C1,상품
testament,C1,성서
succulent,C1,흥미 진진한
succulent,C1,흥미 진진한
succulently,C1,육즙이 풍부하게
tranquil,C1,조용한
tranquility,C1,평온
spartan,C1,스파르타 사람
peninsula,C1,반도
billiards,C1,당구
exude,C2,스며나오다
envisage,C2,상상하다
headmistress,C2,여자 교장
mien,C2,풍채
timidity,C2,소심함
unravel,C2,풀다
concurrence,C2,동시 발생
unpromising,C2,가망 없는
teem,C2,비우다
marvel,C2,놀라운 일
outpatient,C2,외래 환자
corpse,C2,시체
apprentice,C2,도제
constrained,C2,제한된
quirk,C2,경구
indignant,C2,분개한
indignantly,C2,분개하게
eccentricity,C2,이심률
locomotive,C2,기관차
locomotion,C2,운동
individualism,C2,개인주의
enthuse,C2,열광하다
belligerent,C2,교전국
belligerence,C2,호전성
stoicism,C2,극기
deliberate,C2,고의의
recluse,C2,은둔하다
reclusive,C2,은둔적인
metalled,C2,금속으로 만든
brief,C2,짧은
oblique,C2,비스듬한
facsimile,C2,복사
shamble,C2,난장판
whir,C2,씽 하는 소리
blight,C2,마름병
blight,C2,마름병
puritanical,C2,청교도적인
brood,C2,종족
brood,C2,종족
disdainful,C2,거드름 부리는
zoologist,C2,동물학자
zoology,C2,동물학
encumbrance,C2,방해물
encumber,C2,막다
hypothesis,C2,가설
hypothesize,C2,가설을 세우다
hypothetical,C2,가상의
parasitic,C2,기생하는
plumage,C2,깃털
utilitarian,C2,실용적인
utilize,C2,활용하다
utility,C2,공익사업
predilection,C2,편애
commensurate,C2,상응하는
commensurately,C2,상응하게
vindicate,C2,옹호하다
vindication,C2,옹호
parable,C2,우화
poise,C2,평정
minster,C2,교회당
wrack,C2,난파선
ironic,C2,아이러니한
predecessor,C2,전임자
ally,C2,동맹국
callous,C2,굳어진
callously,C2,냉담하게
derelict,C2,유기하다
derelict,C2,유기하다
materialism,C2,유물론
materialistic,C2,물질주의적인
ferocity,C2,사나움
utter,C2,전적인
utter,C2,전적인
evokingly,C2,불러일으키게
recitation,C2,암송
equable,C2,한결같은
extant,C2,지금도 남아 있는
denounce,C2,비난하다
denunciation,C2,비난
echo,C2,에코
echo,C2,에코
echo,C2,에코
requisition,C2,청구서
substantiate,C2,입증하다
inscrutable,C2,헤아릴 수 없는
stratosphere,C2,천장
indulge,C2,빠지다
indulgence,C2,대사
indulgently,C2,제멋대로 하게
laudatory,C2,칭찬하는
laud ,C2,칭찬하다
glitz,C2,현란함
glitzy,C2,화려한
automate,C2,자동화하다
apprehend,C2,깨닫다
athleticism,C2,운동 능력
daunt,C2,위압적이다
daunting,C2,어려운
acreage,C2,토지
affectation,C2,허식
imposition,C2,속이기
circuit,C2,회로
stipulate,C2,규정하다
stipulation,C2,약정
allot,C2,할당하다
allotment,C2,할당
anticlimactically,C2,예상외로
forfeiture,C2,상실
blitz,C2,공습
blitz,C2,공습
primeval,C2,원시의
tenacity,C2,끈기
tenacious,C2,끈기 있는
tenaciously,C2,끈질기게
exact,C2,정확한
genomic,C2,게놈의
genomically,C2,게놈적으로
capacious,C2,널찍한
utilitarian,C2,실용적인
utilization/utilisation,C2,활용/활용
unequivocal,C2,명백하다
unequivocally,C2,명백히
spontaneity,C2,자발성
provocation,C2,성나게 하기
portraiture,C2,초상화
tedium,C2,지겨움
succeed,C2,성공하다
circumnavigate,C2,일주하다
circumnavigation,C2,주항
liaise,C2,연락하다
contractual,C2,계약상의
contractually,C2,계약상
repute,C2,평판
abject,C2,비열한
sheaf,C2,단
articulation,C2,관절
articulate,C2,명확하게 표현하다
spurious,C2,가짜
spuriously,C2,거짓으로
posture,C2,자세
calorific,C2,열량
fabulate,C2,우화화하다
fabulation,C2,우화
octogenarian,C2,80대의
voracity,C2,폭식
brandish,C2,휘두르다
repose,C2,휴식
repose,C2,휴식
encumber,C2,막다
encumbrance,C2,방해물
unencumbered,C2,방해 없는
buffoonery,C2,익살
gauche,C2,어색한
domesticity,C2,가정성
accrue,C2,생기다
proliferation,C2,분아 증식
blandishment,C2,추종
pluck,C2,당기기
anthropological,C2,인류학적
anthropologically,C2,인류학적으로
carbonize/carbonise,C2,탄화/탄화
monastic,C2,수사
graft,C2,부정 이득
midwifery,C2,산파술
adornment,C2,장식품
adorn,C2,꾸미다
idle,C2,게으른
conjecture,C2,어림짐작
conjecture,C2,어림짐작
malleable,C2,온순한
malleability,C2,가단성
ore,C2,광석
gale,C2,강풍
promenade,C2,산보
testimonial,C2,증명서
distill,C2,증류하다
distillation,C2,증류
informant,C2,피조사자
vis-a-vis,C2,대비
overlay,C2,씌우다
nostalgia,C2,노스탤지어
nostalgic,C2,향수를 불러일으키는
nostalgically,C2,향수에 젖게
grievance,C2,불만
deprivation,C2,박탈
residue,C2,잔여물
residual,C2,잔여
physiological,C2,생리학적
physiologically,C2,생리적으로
familiarize/familiarise,C2,친숙해지다/익숙해지다
methodology,C2,방법론
methodological,C2,방법론적
methodologically,C2,방법론적으로
proportional,C2,비례항
proportionally,C2,비례적으로
habitation,C2,거주
inartistic,C2,예술성이 없는
ornate,C2,화려한
modernism,C2,모더니즘
presuppose,C2,가정하다
presupposition,C2,전제
centralized/centralised,C2,중앙 집중식/중앙 집중식
envisage,C2,상상하다
contextual,C2,상황에 맞는
contextually,C2,문맥상
transmitter,C2,송신기
regulatory,C2,규제
archival,C2,보관
diffuse,C2,퍼지다
diffuse,C2,퍼지다
egalitarian,C2,평등주의자
egalitarian,C2,평등주의자
hindsight,C2,가늠자
materialize/materialise,C2,구체화하다/구체화하다
materialization/materialisation,C2,구체화/구현
disperse,C2,해산하다
dispersal,C2,분산
adverse,C2,불리한
adversely,C2,불리하게
stabilize/stabilise,C2,안정화하다/안정화하다
pervasive,C2,퍼지는
pervasiveness,C2,널리 퍼져 있음
secure,C2,안전한
autonomous,C2,자발적인
autonomously,C2,자율적으로
outmoded,C2,시대에 뒤떨어진
phase,C2,단계
plum,C2,자두
notorious,C2,유명한
notoriously,C2,악명 높게
notoriety,C2,평판
menial,C2,하인
insular,C2,섬의
antidote,C2,해독제
posture,C2,자세
postural,C2,자세
posturing,C2,자세
revelatory,C2,계시적인
prostrate,C2,엎드린
prostrate,C2,엎드린
haphazard,C2,우연한
haphazardly,C2,우연히
deficient,C2,부족한
deficiently,C2,부족하게
deficit,C2,부족
delicatessen,C2,총알
muscle-bound,C2,근육에 묶인
dive,C2,잠수
maneuver/manoeuvre,C2,기동/조작
maneuver/manoeuvre,C2,기동/조작
posit,C2,가정하다
cocoon,C2,고치
chrysalis,C2,번데기
ignominious,C2,불명예스러운
ignominiously,C2,불명예스럽게
euphoria,C2,행복감
euphoric,C2,기분 좋은
euphorically,C2,기분 좋게
relegate,C2,물러나게 하다
succumb,C2,굴복하다
treacherous,C2,믿을 수 없는
treacherously,C2,배신적으로
treachery,C2,배반
maggot,C2,굼벵이
palate,C2,구개
palatable,C2,맛좋은
hermit,C2,은자
hermetic,C2,밀폐된
irrelevancy,C2,무관함
mariner,C2,선원
rift,C2,지구
mere,C2,호수
helm,C2,지배
autopilot,C2,자동 조종 장치
eminence,C2,저명
eminent,C2,저명한
preeminent,C2,탁월한
mold/mould,C2,금형/금형
unsuspected,C2,의심할 수 없는
abolish,C2,폐하다
paralyze/paralyse,C2,마비하다/마비하다
paralysis,C2,마비
paralyzingly/paralysingly,C2,마비되게/마비하게
glory in,C2,영광을
decentralize/decentralise,C2,분산화/분권화
preoccupation,C2,선취
preoccupy,C2,선점하다
prolong,C2,길게 하다
audit,C2,심사
audit,C2,심사
drudgery,C2,천역
pressurize,C2,압력을 가하다
pressurization,C2,가압
intermediary,C2,중개인
hotelier,C2,호텔리어
denote,C2,나타내다
denotation,C2,표시
profitability,C2,수익성
jargon,C2,특수 용어
declination,C2,기움
vocational,C2,직업적인
spatial,C2,공간적
spatially,C2,공간적으로
punctual,C2,시간을 잘 지키는
punctuality,C2,시간 엄수
integration,C2,완성
curriculum,C2,과정
extracurricular,C2,과외 활동
extracurricular,C2,과외 활동
encompass,C2,에워 싸다
all-encompassing,C2,모든 것을 포괄하는
accountability,C2,책임
frolic,C2,장난치며 놀다
